Description,Qty,Total Amount,Group,Division,Branch
TASTING CUP POMEGRANATE,114.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories jbeil
TASTING CUP SPECULOSE LOTUS,21.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories jbeil
TASTING CUP ORIGINAL YOUGHURT,127.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories jbeil
BLUEBERRY YOGHURT SMALL,36.5,10660.66,FROZEN YOGHURT,FRENCH PASTRY,Stories jbeil
BLUEBERRY YOGHURT COMBO SMALL,2788.0,959237.24,FROZEN YOGHURT,FRENCH PASTRY,Stories jbeil
BLUEBERRY YOGHURT MEDIUM,12.5,4129.13,FROZEN YOGHURT,FRENCH PASTRY,Stories jbeil
BLUEBERRY YOGHURT COMBO MEDIUM,1473.3,575162.16,FROZEN YOGHURT,FRENCH PASTRY,Stories jbeil
BLUEBERRY YOGHURT X-LARGE,2.5,1126.13,FROZEN YOGHURT,FRENCH PASTRY,Stories jbeil
BLUEBERRY YOGHURT COMBO X-LARGE,120.9,61720.72,FROZEN YOGHURT,FRENCH PASTRY,Stories jbeil
TASTING CUP BLUEBERRY,143.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories jbeil
TUNA SUB,189.0,62432.43,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
VEGGIE SUB,1317.0,708.71,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
TURKEY & CHEESE SUB,435.0,154144.14,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
CHICKEN TERIAKI SUB,158.0,52192.19,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
BROWN CHICKEN TERIAKI SUB,56.0,20180.18,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
BROWN TUNA SUB,155.0,55855.86,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
BROWN TURKEY & CHEESE SUB,464.0,179033.03,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
BROWN VEGGIE SUB,1.0,360.36,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
PESTO HALLOUMI SUB,215.0,58108.11,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
LABNEH SUB,288.0,25705.71,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
BROWN LABNEH SUB,78.0,21081.08,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
BROWN PESTO HALLOUMI SUB,344.0,109069.07,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
BROWN CHICKEN CAESAR SANDWICH,85.0,38288.29,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
CHICKEN CAESAR SANDWICH,154.0,64744.74,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
PULLED BEEF CHIMICHURRI SANDWICH,6.0,2522.52,SUB SANDWICHES,FROZEN YOGHURT,Stories jbeil
CLASSIC CINNAMON ROLL LARGE,4276.0,1271441.45,CINNAMONS,SANDWICHES,Stories jbeil
CHOCOLATE ROLL LARGE,630.0,197117.12,CINNAMONS,SANDWICHES,Stories jbeil
EXTRA CREAM CHEESE FROSTING MIX,16.0,480.48,CINNAMONS,SANDWICHES,Stories jbeil
RED CINNAMON ROLL,223.0,73663.66,CINNAMONS,SANDWICHES,Stories jbeil
CHOCOLATE PLUS,49.0,5003.0,NOT USED,CINNAMON ROLLS,Stories jbeil
CHICKEN BREAST SUB,3.0,990.99,NOT USED,CINNAMON ROLLS,Stories jbeil
BROWN CHICKEN BREAST SUB,1.0,360.36,NOT USED,CINNAMON ROLLS,Stories jbeil
BROWN CLUB MELT SUB,2.0,720.72,NOT USED,CINNAMON ROLLS,Stories jbeil
BROWN FILET STEAK SANDWICH,5.0,2252.25,NOT USED,CINNAMON ROLLS,Stories jbeil
FILET STEAK SANDWICH,10.0,4204.2,NOT USED,CINNAMON ROLLS,Stories jbeil
GRILLED VEGGIE SUB,160.0,0.0,NOT USED,CINNAMON ROLLS,Stories jbeil
ADD STEAK,13.0,1561.56,NOT USED,CINNAMON ROLLS,Stories jbeil
GRANELLA DI BISCOTTO COMBO,1.0,0.0,NOT USED,CINNAMON ROLLS,Stories jbeil
NUTELLA ROLL,2.0,720.72,NOT USED,CINNAMON ROLLS,Stories jbeil
ARABESCHI PISTACHIO CRYSTAL,5.0,510.51,NOT USED,CINNAMON ROLLS,Stories jbeil
BROWN ASIAN CRAB SANDWICH,1.0,360.36,NOT USED,CINNAMON ROLLS,Stories jbeil
ASIAN CRAB SANDWICH,1.0,330.33,NOT USED,CINNAMON ROLLS,Stories jbeil
STEAK SANDWICH,1.0,480.48,NOT USED,CINNAMON ROLLS,Stories jbeil
TASTING CUP ACAI,1.0,0.0,NOT USED,CINNAMON ROLLS,Stories jbeil
ADD SMOKED TURKEY,126.0,12864.86,ADD ONS,NOT USED,Stories jbeil
ADD CHEDDAR CHEESE,5.0,300.3,ADD ONS,NOT USED,Stories jbeil
ADD TUNA,21.0,2948.95,ADD ONS,NOT USED,Stories jbeil
ADD CHICKEN,119.0,16798.8,ADD ONS,NOT USED,Stories jbeil
ADD HALLOUM CHEESE,80.0,7207.21,ADD ONS,NOT USED,Stories jbeil
ADD PULLED BEEF,9.0,1351.35,ADD ONS,NOT USED,Stories jbeil
AMERICANO COMBO,2.0,0.0,POP UP BEVERAGE,SUBS,Stories jbeil
LATTE COMBO,7.0,0.0,POP UP BEVERAGE,SUBS,Stories jbeil
SALTED CARAMEL LATTE COMBO,3.0,0.0,POP UP BEVERAGE,SUBS,Stories jbeil
WHITE MOCHA COMBO,4.0,0.0,POP UP BEVERAGE,SUBS,Stories jbeil
CARAMEL MACHIATO COMBO,1.0,0.0,POP UP BEVERAGE,SUBS,Stories jbeil
CINNAMON ROLL+DRINK,10.0,3903.9,OFFER,POP UP BEVERAGE,Stories jbeil
CHOCOLATE ROLL+DRINK,3.0,1171.17,OFFER,POP UP BEVERAGE,Stories jbeil
PESTO HALLOUMI SUB+DRINK,2.0,780.78,OFFER,POP UP BEVERAGE,Stories jbeil
TURKEY & CHEESE SUB+DRINK,2.0,960.96,OFFER,POP UP BEVERAGE,Stories jbeil
FREEZE DROPS STRAWBERRY,297.0,58864.87,PACKAGED FOOD,OFFER,Stories jbeil
MEDIUM CHIPS,334.0,20060.06,PACKAGED FOOD,OFFER,Stories jbeil
MATCHA CUP,18.0,3783.78,PACKAGED FOOD,OFFER,Stories jbeil
VANILLA  ASH,40.0,8408.41,PACKAGED FOOD,OFFER,Stories jbeil
BEETROOT CUP,38.0,7987.99,PACKAGED FOOD,OFFER,Stories jbeil
CHOCOLATE SP/MO,64.0,13453.45,PACKAGED FOOD,OFFER,Stories jbeil
HONEY PEANUT ST BITES,103.0,16702.7,PACKAGED FOOD,OFFER,Stories jbeil
SPECIALITY COFFEE ST BITES,88.0,14270.27,PACKAGED FOOD,OFFER,Stories jbeil
QUINOA SALAD (GRAB&GO),1.0,462.46,SALADS,OFFER,Stories jbeil
TUNA PASTA SALAD (GRAB&GO),191.0,88330.33,SALADS,OFFER,Stories jbeil
ASIAN SALAD (GRAB&GO),126.0,52972.97,SALADS,OFFER,Stories jbeil
CAESER SALAD (GRAB&GO),27.0,11351.35,SALADS,OFFER,Stories jbeil
CHICKEN CAESER SALAD (GRAB&GO),127.0,58732.73,SALADS,OFFER,Stories jbeil
MEXICAN FEISTA SALAD,5.0,2402.4,SALADS,OFFER,Stories jbeil
CHICKEN VERDE SALAD,2.0,924.92,SALADS,OFFER,Stories jbeil
PASTA PESTO SALAD,4.0,1921.92,SALADS,OFFER,Stories jbeil
TIRAMISU CUP,284.0,106606.61,PACKAGED DESSERT,OFFER,Stories jbeil
MAK BAR CHOCOLATE CRUNCH,4.0,936.94,PACKAGED DESSERT,OFFER,Stories jbeil
MAK BAR PRO VANILLE,5.0,1411.41,PACKAGED DESSERT,OFFER,Stories jbeil
MAK BAR PRO COOKIES CREAM,10.0,2822.82,PACKAGED DESSERT,OFFER,Stories jbeil
MAK BAR WHITE ALMOND CRUNCH,1.0,234.23,PACKAGED DESSERT,OFFER,Stories jbeil
ESPRESSO,1390.0,220576.58,BLACK COFFEE,GRAB&GO FOOD,Stories Airport
DOUBLE ESPRESSO,1774.0,350666.67,BLACK COFFEE,GRAB&GO FOOD,Stories Airport
AMERICANO SMALL,1210.0,234630.63,BLACK COFFEE,GRAB&GO FOOD,Stories Airport
AMERICANO MEDIUM,639.0,143081.08,BLACK COFFEE,GRAB&GO FOOD,Stories Airport
AMERICANO LARGE,144.0,34594.59,BLACK COFFEE,GRAB&GO FOOD,Stories Airport
BLACK COFFEE SMALL,3248.5,527225.22,BLACK COFFEE,GRAB&GO FOOD,Stories Airport
BLACK COFFEE MEDIUM,1332.0,267747.75,BLACK COFFEE,GRAB&GO FOOD,Stories Airport
BLACK COFFEE LARGE,195.0,45021.02,BLACK COFFEE,GRAB&GO FOOD,Stories Airport
SINGLE ESPRESSO MACC,56.0,8408.41,BLACK COFFEE,GRAB&GO FOOD,Stories Airport
DOUBLE ESPRESSO MAC,62.0,11171.17,BLACK COFFEE,GRAB&GO FOOD,Stories Airport
TRIPLE ESPRESSO,25.0,3993.99,BLACK COFFEE,GRAB&GO FOOD,Stories Airport
SINGLE LONGO,113.0,19609.61,BLACK COFFEE,GRAB&GO FOOD,Stories Airport
DOUBLE LONGO,186.0,33513.51,BLACK COFFEE,GRAB&GO FOOD,Stories Airport
LATTE SMALL,2103.0,394216.22,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
LATTE MEDIUM,2015.0,459879.88,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
CAPPUCCINO SMALL,1153.0,201171.17,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
CAPPUCCINO MEDIUM,828.0,188972.97,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
MOCHA SMALL,510.0,97909.91,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
MOCHA MEDIUM,483.0,127639.64,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
WHITE MOCHA SMALL,1230.0,207459.46,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
WHITE MOCHA MEDIUM,983.0,259771.77,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
CARAMEL MACHIATO SMALL,698.0,147663.66,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
CARAMEL MACHIATO MEDIUM,833.0,220132.13,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
SIGNATURE HOT CHOCOLATE SMALL,934.0,186918.92,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
SIGNATURE HOT CHOCOLATE MEDIUM,672.0,177585.59,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
STEAMED MILK SMALL,66.4,8641.44,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
STEAMED MILK MEDIUM,175.0,29429.43,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
LATTE LARGE,292.0,77165.17,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
MOCHA  LARGE,39.0,11477.48,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
CAPPUCCINO LARGE,165.0,43603.6,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
STEAMED MILK LARGE,11.0,2180.18,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
WHITE MOCHA LARGE,212.0,62390.39,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
CARAMEL MACCHIATO LARGE,74.0,21777.78,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
MATCHA LATTE SMALL,172.0,30720.72,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
MATCHA LATTE MEDIUM,235.0,53633.63,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
MATCHA LATTE LARGE,26.0,6870.87,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
FLAT WHITE,624.0,119513.51,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
HOT DOUBLE SHOT SMALL,306.0,64816.82,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
HOT DOUBLE SHOT MEDIUM,287.0,75843.84,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
HOT DOUBLE SHOT LARGE,35.0,11351.35,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
TOFFEE NUT LATTE MEDIUM,232.0,62696.7,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
TOFFEE NUT LATTE SMALL,203.0,44192.19,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
CLASSIC HOT CHOC SMALL,604.0,135795.79,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
CLASSIC HOT CHOC MEDIUM,488.0,128960.96,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
HOT DOUBLE SHOT TOFFEE NUT SMALL,3.0,792.79,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
HOT DOUBLE SHOT TOFFEE NUT MEDIUM,6.0,1765.77,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
CLASSIC HOT CHOC LARGE,41.0,12066.07,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
SPANISH LATTE SMALL,637.0,145345.35,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
SPANISH LATTE MEDIUM,766.0,225429.43,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
SALTED CARAMEL LATTE SMALL,150.0,30810.81,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
SALTED CARAMEL LATTE MEDIUM,149.0,39375.38,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
SALTED CARAMEL LATTE LARGE,12.0,3891.89,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
SIGNATURE HOT CHOCOLATE LARGE,50.0,14714.71,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
TOFFEE NUT LATTE LARGE,28.0,9249.25,MIXED HOT BEVERAGE,GRAB&GO FOOD,Stories Airport
ENGLISH BREAKFAST TEA MEDIUM,253.0,39519.52,TEA,GRAB&GO FOOD,Stories Airport
EARL GREY LAVENDER TEA MEDIUM,266.0,40024.02,TEA,GRAB&GO FOOD,Stories Airport
ORGANIC GREEN TEA MEDIUM,247.0,39687.69,TEA,GRAB&GO FOOD,Stories Airport
SOUTHERN MINT HERBAL TEA MEDIUM,133.0,20180.18,TEA,GRAB&GO FOOD,Stories Airport
ADD ENGLISH BREAKFAST TEA BAG,14.0,588.59,TEA,GRAB&GO FOOD,Stories Airport
ADD EARL GREY LAVENDER  BAG,205.0,8618.62,TEA,GRAB&GO FOOD,Stories Airport
ADD GREEN TEA BAG,9.0,486.49,TEA,GRAB&GO FOOD,Stories Airport
ADD SOUTHERN MINT HERBAL TEA BAG,6.0,252.25,TEA,GRAB&GO FOOD,Stories Airport
GOLDEN CHAMOMILE HERBAL TEA MEDIUM,156.0,26066.07,TEA,GRAB&GO FOOD,Stories Airport
SWEET GINGER PEACH BLACK TEA MEDIUM,95.0,13957.96,TEA,GRAB&GO FOOD,Stories Airport
ADD GOLDEN CHAMOMILE HERBAL TEA BAG,10.0,420.42,TEA,GRAB&GO FOOD,Stories Airport
ADD SWEET GINGER PEACH BLACK  TEA BAG,10.0,420.42,TEA,GRAB&GO FOOD,Stories Airport
BOMBAY CHAI BLACK TEA MEDIUM,54.0,8744.74,TEA,GRAB&GO FOOD,Stories Airport
ADD BOMBAY CHAI TEA BAG,8.0,336.34,TEA,GRAB&GO FOOD,Stories Airport
MEDITERRANEAN CARAMEL TEA MEDIUM,56.0,8744.74,TEA,GRAB&GO FOOD,Stories Airport
LEMONGRASS&ORANGE TEA MEDIUM,284.0,34138.14,TEA,GRAB&GO FOOD,Stories Airport
ADD MEDITERRANEAN CARAMEL TEA BAG,7.0,294.29,TEA,GRAB&GO FOOD,Stories Airport
ADD LEMONGRASS&ORANGE TEA BAG,17.0,714.71,TEA,GRAB&GO FOOD,Stories Airport
YIRGACHEFFE BEANS 250G,6.0,3603.6,BEANS,GRAB&GO FOOD,Stories Airport
HOUSE BLEND BEANS 250G,4.0,1921.92,BEANS,GRAB&GO FOOD,Stories Airport
AMERICAN COFFEE BEANS 250G,3.0,1441.44,BEANS,GRAB&GO FOOD,Stories Airport
ICED AMERICANO SMALL,430.0,78414.42,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED AMERICANO MEDIUM,488.0,111375.37,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED LATTE SMALL,1157.0,217423.43,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED LATTE MEDIUM,2164.0,493885.88,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED MOCHA SMALL,230.0,49069.07,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED MOCHA MEDIUM,492.0,130018.02,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED WHITE MOCHA SMALL,641.0,122786.79,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED WHITE MOCHA MEDIUM,1174.0,310246.25,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED AMERICANO LARGE,129.0,34090.09,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED LATTE LARGE,438.0,115747.75,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED MOCHA LARGE,90.0,26486.49,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED WHITE MOCHA LARGE,362.0,106534.53,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
DOUBLE SHOT SHAKEN MEDIUM,1026.0,234162.16,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
DOUBLE SHOT SHAKEN LARGE,123.0,32504.5,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED MATCHA LATTE SMALL,503.0,93549.55,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED MATCHA LATTE MEDIUM,987.0,225261.26,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED MATCHA LATTE LARGE,340.0,89849.85,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
DOUBLE SHOT SHAKEN SMALL,760.0,80468.47,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED CARAMEL MACCHIATO SMALL,501.0,98822.82,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED CARAMEL MACCHIATO MEDIUM,1076.0,284348.35,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED CARAMEL MACCHIATO LARGE,185.0,54444.44,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED TOFFEE NUT LATTE SMALL,15.0,3363.36,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED TOFFEE NUT LATTE MEDIUM,76.0,20528.53,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED CLASSIC CHOC MEDIUM,157.0,41489.49,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED CLASSIC CHOC SMALL,153.0,32636.64,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
BLUE NADE,544.0,143759.76,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED DOUBLE SHOT TOFFEE NUT SMALL,1.0,210.21,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED DOUBLE SHOT TOFFEE NUT MEDIUM,2.0,480.48,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
SIGNATURE ICED CHOCOLATE SMALL,134.0,24420.42,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
SIGNATURE ICED CHOCOLATE MEDIUM,160.0,42282.28,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED TOFFEE NUT LATTE LARGE,7.0,2102.1,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED CLASSIC CHOC LARGE,34.0,10006.01,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
SIGNATURE ICED CHOCOLATE LARGE,20.0,5885.89,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED SPANISH LATTE SMALL,624.0,144288.29,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED SPANISH LATTE MEDIUM,1225.0,353153.15,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED SALTED CARAMEL LATTE SMALL,105.0,21453.45,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED SALTED CARAMEL LATTE MEDIUM,190.0,50210.21,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
ICED SALTED CARAMEL LATTE LARGE,39.0,11711.71,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
COLD BREW BOTTLE,445.0,53603.6,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Airport
COFFEE FRAPPE SMALL,163.0,27747.75,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
COFFEE FRAPPE MEDIUM,306.0,64324.33,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
CARAMEL FRAPP SMALL,1610.0,348342.34,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
CARAMEL FRAPP MEDIUM,3465.0,919327.34,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
CARAMEL FRAPP LARGE,680.0,204204.2,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
COFFEE FRAPP LARGE,73.0,17537.54,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
MOCHA FRAPP SMALL,502.0,104054.06,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
MOCHA FRAPP MEDIUM,1039.0,268666.67,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
MOCHA FRAPP LARGE,230.0,63033.03,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
ESPRESSO FRAPP SMALL,101.0,18018.02,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
ESPRESSO FRAPP MEDIUM,184.0,38678.68,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
ESPRESSO FRAPP LARGE,36.0,8648.65,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
VANILLA CREAM FRAPP SMALL,278.0,47927.93,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
VANILLA CREAM FRAPP MEDIUM,402.0,99279.28,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
VANILLA CREAM FRAPP LARGE,76.0,20780.78,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
WHITE MOCHA FRAPP SMALL,89.0,17447.45,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
WHITE MOCHA FRAPP MEDIUM,264.0,64384.38,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
WHITE MOCHA FRAPP LARGE,61.0,16546.55,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
WHITE MOCHA CREAM FRAPP SMALL,48.0,9249.25,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
WHITE MOCHA CREAM FRAPP MEDIUM,122.0,29729.73,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
CHOCOLATE CREAM FRAPP MEDIUM,935.0,248060.06,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
CHOCOLATE CREAM FRAPP LARGE,121.0,33183.18,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
WHITE MOCHA CREAM FRAPP LARGE,26.0,7117.12,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
CHOCOLATE CREAM FRAP SMALL,577.0,122660.66,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
CARAMEL CREAM  FRAPP MEDIUM,860.0,228426.43,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
CARAMEL CREAM  FRAPP LARGE,121.0,36336.34,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
CARAMEL CREAM FRAPP SMALL,717.0,142942.94,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
MATCHA CREAM  FRAPP SMALL,168.0,34474.47,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
MATCHA CREAM FRAPP MEDIUM,320.0,78348.35,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
MATCHA CREAM FRAPP LARGE,60.0,16426.43,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
STRAWBERRY CREAM FRAPP SMALL,908.0,162966.97,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
STRAWBERRY CREAM FRAPP MEDIUM,992.0,263279.28,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
STRAWBERRY CREAM FRAPP LARGE,182.0,49669.67,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
VANILLA FRAP SMALL,109.0,22912.91,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
VANILLA FRAPP MEDIUM,238.0,58588.59,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
VANILLA FRAPP LARGE,34.0,9399.4,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
HAZELNUT FRAPP SMALL,35.0,7357.36,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
HAZELNUT FRAPP MEDIUM,88.0,21141.14,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
HAZELNUT FRAPP LARGE,12.0,3273.27,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
TOFFEENUT FRAP SMALL,22.0,5285.29,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
TOFFEENUT FRAP MEDIUM,55.0,14864.87,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
TOFFEENUT CREAM  FRAP SMALL,16.0,3843.84,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
TOFFEENUT CREAM  FRAP MEDIUM,19.0,5135.14,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
TOFFEENUT CREAM  FRAP LARGE,3.0,900.9,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
TOFFEENUT FRAP LARGE,6.0,1801.8,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
SALTED CARAMEL FRAPPE SMALL,91.0,17777.78,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
SALTED CARAMEL CREAM FRAPPE SMALL,33.0,6726.73,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
SALTED CARAMEL CREAM FRAPPE MEDIUM,54.0,14594.59,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
SALTED CARAMEL CREAM FRAPPE LARGE,6.0,1801.8,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
SALTED CARAMEL FRAPPE MEDIUM,205.0,55405.41,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
SALTED CARAMEL FRAPPE LARGE,27.0,8108.11,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
STRAWBERRY SHAKE,6.0,1981.98,BLENDED BRINKS,HOT BAR SECTION,Stories Airport
ICED PEACH TEA  SMALL,384.0,43303.3,ICE TEA,HOT BAR SECTION,Stories Airport
ICED PEACH TEA  MEDIUM,416.0,99939.94,ICE TEA,HOT BAR SECTION,Stories Airport
ICED PEACH TEA LARGE,99.0,26756.76,ICE TEA,HOT BAR SECTION,Stories Airport
ADD CARAMEL SMALL,822.5,23618.62,ADD SYRUP,HOT BAR SECTION,Stories Airport
ADD VANILLA SMALL,845.5,23978.98,ADD SYRUP,HOT BAR SECTION,Stories Airport
